author,text,like_count,cluster
@syukriazhar6822,dari dulu asing selalu bermain ingin menghancurkan bangsa ini. sehat selalu pak prabowo,0,1
@lupusbolang9896,"RUU TNI DI GASS . 
RUU PERAMPASAN ASET MANGKRAK !!! 

MEMUAKAN !!!",0,1
@Nurjanah-oy4sh,"Seolah olah jawabannya luar biasa
Ternyata yg ada di kenyataan moorat marit sua pak..pak....
Baru 8 menitvsaya sudah enek muak mendengar jawaban2 anda😂😂😂😂😂.

Ngantuk paakk
Bobrok konoha sekarang pak
Adab etia dalam berpolitik sudah hilang tuh di konoha.

Lebih berasa seperti dagelan sih",0,1
@muhammadfatir6660,Ngapain pak menaikan gaji mereka. Klo terbukti menyimpang pecat aja.,0,1
@muhammadfatir6660,Analogi sih analogi.  Ngapain bikin analogi jauh jauh.  Wong koruptornya disekitar kita.,0,1
@martonoono-z3k,"Kebutuhan sehari"" naik,pajak di tekan kan ke rakyat,korupsi merajalela,UU miskin kan korup tak di sah kan dan rakyat menderita,lebih baik urus negara lain.sungguh kau prabowo tak layak jadi presiden,kami rakyat menyesal sekali pilih kau jadi presiden.",0,0
@rehanandriana158,Ga nyambung konci,0,1
@MazIim-o8u,saya yakin degan latihan sperti ini bapak menang nnt di ajeng stand up comedy. saya aja ktwa terus.😂😂 trimakasih sudah menghibur rakyat indonesia pak . bapak memang berbakat,0,1
@rehanandriana158,Nanti jgn milih dia lagi kok kata ga respect sama prabowo😂,0,1
@Frans.Trades,orang lolag lolog gini kok bisa jadi presiden ya😅,0,0
@MasKunted,"indonesia harus bisa bikin mobil bikin hp/ber tehnologi lah,indonesia harus cerdas",0,1
@aisyahjafar87,jawaban yg tidak berkelas dan sangat menyebalkan,0,1
@madenantra7521,Semoga seluruh rakyat Indonesia terinfirasi dari Bapak Prabowo untuk bekerja mengelola lahan untuk ditanami. Jangan sampai lahan kosong. Bahkan tanah pekarangan pun perlu diisi tanaman namun disesuaikan. Tujuan kita yaitu untuk meningkatkan ketahanan pangan. Dengan rajin menanam juga ada keuntungan tambahan yaitu untuk pakan ternak dan lain lain. Berarti kita bertani dalam arti luas. Mari bersemangat mengatur waktu untuk memproses pertanian.,0,1
@brainfart_,This President is a Disaster. I still don't understand how he won the election. Human right violation allegation and Military ties scream huge RED FLAG.,0,1
@elhafizh7532,"Pak Prabowo.kami rakyat sudah muak dengan tingkah para habib2 baalawi yg suka ngadu domba.

Jngn pura2 tidak tau keresahan rakyat pak",0,1
@sima0270,Saya di detik 0 : 46 udah ga kuat tolongg ...,1,1
@fuadahmad2926,Salut buat para jurnalis atas kesabarannya selama 3 jam 😂,0,1
@vitoabdil7738,ALLAHHHHHHUAKBARRRRRRRRRRRRR,0,1
@maryambatrisyia5054,Pak smpe sekarang petani masih susah..😢😢😢😢,0,1
@MunardiMunardi-mk1uw,"Terima kasih PK,semoga p3tani semakin makmur.",0,1
@MunardiMunardi-mk1uw,Terima kasih PK presiden.biasanya menjelang lebaran.semua harga pangan.aman terkendali.,0,1
@joe66633,demo yang tidak damai aja gak didengar apalagi demo yang damai🤦🏻‍♂️,1,1
@ErEnJegEr62,"Mungkin akal ku aja kali ya yang masih terlalu tumpul. Ntah kenapa GK faham betul sama isi videonya, kena nonton lagi ini mah biar paham😢.",0,1
@zilazila-mc6pq,he doesn't know Rakyat Indonesia yang sebenarnya...lebih bayak halusinasi bhw keadaan masih baik2 saja...come on..wake up!,0,1
@mopp3126,"Prabowo ngejanjiin lapangan kerja, mana?",1,1
@kukunmisbah8521,Cmoon mb nana. Cmoon 😅😅,0,1
@kukunmisbah8521,Gak enak banget dengerinnya. Omon²nya ga ada poin.,0,1
@rusmanhadi5466,Jadi nih bubar,0,1
@NakaOtomotif,"Waktu jln toll one way, jalur pantura macet parah",0,1
@rizuanchannel9792,"Terima kasih mba nana atas berbagai nya,sampai sini saya paham😊",0,1
@NakaOtomotif,Ini bicara hayalan😂,0,1
@rukuvii,Pak yaallah jawabannya muter-muter 🫣,0,1
@AlifArmid,"Kalau ekonomi Indonesia cukup baik tidak mungkin rakyat mu kesusahan cari pekerjaan wo 
Dan banyak rakyat mu yang merantau ke negeri tetangga",0,1
@aawira77,"Pak presiden satu pemikiran sama saya
Karena beliau tau rasanya seperti apa ketika masih kecil gak punya harapan gimana
Dan bapak bukan orang teoritis tapi bergerak,,,, maju terus pak saya support doa",1,0
@endangsriningsih6162,"Luar biasa....bisa menyimak penjelasan yang sangat gamblang dari pimpinan tertinggi negeri ini. Semoga Alloh Subhanahuwata'ala memberikan Panjang usia, sehat, dan sukses untuk Pak Prabowo dalam memimpin negeri tercinta ini.",2,1
@JQKA2tekan10,"SSR+++

*human
*sword/katana
*attack
*foolevoker

STR : 99
AGI : -99
VIT : 50/50
INT : (unknown)

Skill

1. Buff all alies team
2. Debuff all foe
3. Repel all foe attacks",0,1
@cctv_arpikal9509,dan sekian triliun dari korupsi larinya kemana?,0,1
@JasmineIndriani,"AKAR MASALAH BANGSA KITA ITU KORUPSI PAK!!!!!! lihat china 20thn bisa SAINGAN sama USA.KL MAU BENERIN NEGARA INI KORUPTOR DIHUKUM MATI,BIAR PADA JERA!JANGAN ATAS MENAMAKAN HAM..MERAKA MERAMPOK JG G MIKIRIM HAM RAKYAT,TRS HARTA DISITA BUAT RAKYAT!BENER2 MIRIS LIHAT NEGRI INI...KORUPTOR HIDUP ENAK DITAHANAN! KASIHAN PENERUS BANGSA KITA N PEJUANG BANGSA KITA DULU!!SEMAKIN KITA MELAWAN ARUS MALAH KITA DIBUANG!ITU NYATA NO DEBAT..FIX!",1,1
@trianto8455,"Ini yang dulu teriak-teriak saat kampanye...'indonesia akan menjadi macan asia lagi' 
Nyata hanya omon-omon.",3,1
@stryhnmysrarfn,Pick me banget sih gemoy ☺️,0,1
@aryapngkr4791,gajelas jawaban nya,1,2
@aryapngkr4791,wo wo ampun dah,0,1
@hartiniwidodo5978,"Harusnya peserta jurnal ini yang direkrut presiden untuk memajukan Indonesia kedepan bukan hnya bertanya bertanya & untuk di kritik.tidak membantu mencari jalan penyelesaian dari semua pertanyaan oleh masing"" jurnal . masuk lah ke dalam pemerintahan agar bisa menyelesaikan yang jurnal pertanyakan itu .Indonesia pasti akan lebih maju dengan hadirnya para jurnal ini .bukan hanya Artis Artis yang bukan dibidangnya untuk di pemerintahan kita ini.sekarang bagai mana kita mengimplemasikan gagasan ini kalo tidak bisa bersatu dlm pemerintahan.selamaya hanya bisa bertanya bertanya dan bertanya doang dong.Apalgi 150 hari  sudah dikejar dengan  berbagai pertanyaan.Alangkah lebih bijak dengan menyumbangkan gagasan & bisa menjalan  di pemerintahan yang dipimpin presiden terpilih sesuai dengan misi masing  jurnal yang genius semua ini .inshaAlloh Indonesia semakin  jaya. buktikan bahwa kalian semua bisa bekerja dan bukan hanya BERTANYA.💪💪😇🙏🙏.",0,1
@Rasi993,Minit. 02:57:30. Pisang apa ?.,1,1
@mohamadanasmahfudin1332,"Sebelum liat ini saya bingung mau di bawa kemana negri ini 
Alhamdulillah setelah liat ini saya bisa tambah bingung lagi.",0,1
@fakhridalimo5616,"Lebih Logis Dengerin Lord Rangga di wawancara, alfatiha buat lord rangga",0,1
@RochmadAlif,"aku lihat dari jawaban pak prabowo tentang soal najwa shihab tentang wewenang polri itu hanya kabar hoax karena beliau pun belum menyetujui otomatis belum di baca, terus menurut pak prabowo jika wewenang polri sudah cukup buat apa ditambah berarti wewenang polri itu dirasa sudah cukup jadi tak ada pertambahan wewenang so itu sih yg ku tangkap dari jawaban nya pk prabowo",1,1
@MalikIbrahim-e8f,"3jam lebih ,,,,, serasa didonggein, akhirnya tidur gw pules, ini yg mimpin indo? wht the ..... 😂
ambisi kekuasaan memang mengerikan",0,1
@tuludse1596,Pembangunan yg berkelanjutan jgn  sampai ada yg mangkrak2... Ttp yg paling susah untuk memerangi membangun hawa nafsu,0,1
@onessabba,Dan yang menjadi pertanyaan saya. Apa peran pemerintah kepada masyarakat petani?,0,1
@onessabba,"Pa coba lihat petani di kampung kami di NTT sana, programnya cuman menanam, panen dan jual, sebagian dimakan sendiri. Pekerjaannya juga dari awal pencernaan penanaman smpai panen itu menggunakan dana sendiri belum hitung gagal panel. 
Dikatakan produsen ia tapi kepada siapa Harus mencari kemakmuranya kalau setiap tahun itu-itu saja.
Coba lakukan survei bagi aparat desa tentang hasil yang didapat masyarakatnya lalu peran desa dalam sektor itu apa?
Saya juga anak petani pak harapan kami adalah cita-cita bapak untuk Indonesia juga.
Trimakasih banyak pak 🙏",0,1
@politikindonesia73,"utamakan ekonomi rakyat dulu pak presiden, ciptakan lapangan kerja yg banyak dan bantu bukan program mbg tp di ganti tf langsung ke sasaran ajh biar hemat tenaga dan tidak banyak yg terlibat soalnya rawan di korup",0,1
@CryptoBB-n8q,BUMN tidak baik baik saja pak,0,1
@nicenews9193,"Presiden omon omon,
Pemerintahan terburuk yg pernah ada di negri ini",0,1
@TiaTia-b3l,"Saat ini pukul 03.59 pagi ,dan saya tidaj bisa tidur ,alhamdulilah saya dengarkan video ini sambil merem akhirnya tidur",0,1
@skskiyyes8832,"Yang manis diawal, manis bicara, manis janji, itu terkadang bikin takut.tapi saya masih percaya pak Prabowo.",0,1
@opik8305,Nex gue nunggu pa kamg dedy mulyadi duduk di sini setelah jadi RI 1 si pasti jawaban nya sangat amazing sekaliii pastiii,0,2
@laluholitzohri8697,"Ditanya barat jawabnya timur,, Bowo""",0,1
@MikaTakTung,Tidak semudah itu pak uang dari mana apakah mau menambah hutang negara lgi kah ..sekarang saja sudah terlihat mengalami krisis perekonomian negara,0,1
@khoirulm8269,"Saya ikut bapak saya di pertanian pak presiden, dan juga di perkantoran",0,0
@jray2782,Isi diskusi ini hny omon omon doang jawaban dr si wowo,0,1
@abangkoesnul,asli ngakak baca komentar² disini yang super kreatif dan SELALU BERSYUKUR karena videonya cuman 3 jam 26 menit 38 detik (coba saja videonya lebih dari 24jam) 😅😎🔥,0,1
@agikjati8602,Brani dak adili jokowi,0,1
@Angga.mely2010,"Disini pak prabowo kena serang ,di tuntut,oh ya pak prabowo sdh 150 hari kerja.",0,1
@raespatis7764,"Presiden sebelumnya udah bikin akses mobilisasi,Presiden kita yang sekarang sedang bikin pondasi   bikin negara kuat, kalo warganya ngga mau upgrade diri buat ikut kontribusi buat negara, gampang ke hasut busser si paling paham kemajuan, jangan harap negara bisa maju,",0,1
@hid1830,Setulus ini masih di hujan,0,1
@_IMadeOka,Jurnalis tertawa puas mendengar kejeniusan jawaban pak presiden 😂,1,0
@hamdanmuklhis9594,Terimakasih 3 jam nya dah hopeless,0,2
@hisyamnurayasyi8694,"Woy, wakilnya dong yg ganti jawab😂jgn mlempem😂",1,1
@saidinaltanjung6116,Undang undang media tidak wajib selalu di indahkan adakalanya di lenyapkan demi NKRI harga mati,0,1
@deviximoush,"gibran for the next
 presiden...",0,0
@mrwannabe1164,mohon bantuannya pak. tolong banyakkan iklan atau apapun itu akan budaya makan real food(makan makanan sehat seimbang) agar petani dan peternak pun maju dan sejahtera.,0,1
@wawarumi225,Pak prabowo .... harga cabe masih mahal 1 kg 60rb  di wilayah deli serdang galang kota sumut,0,1
@safitrahaidil6047,"Setuju bahwa Sektor Agraris/ Pertanian harus menjadi salah satu prioritas Negara. Karena bagaimanapun kita adalah negara agraris sedari dulu. Akan tetapi jika menyatakan bahwa setiap negara maju/sukses sektor pertaniannya juga maju. Lantas bagaimana dengan Singapura? Kebutuhan Pangan mereka hampir 90% diimpor, tapi mereka tetap menjadi negara maju bahkan negara paling atas yang memberikan utang luar negeri kepada Indonesia.",0,1
@Obestq,"kata kata ""bocor ...bocor...msh ada ngk ?",0,1
@SiwonKim-e1e,"Saya orang korea tinggal di indo, 

Saya penuh setuju ya dengan pak prabowo, 

Saya yakin makan bergizi gratis ini adalah tahapan pertama (fondasi) 

Habis ini kita harus menuju ke pendidikan biar anaknya tidak kalah dari situasi, biar punya mimpi yg besar.",0,1
@SutomoBanyumas,Saya warga desa dawuhan kecamatan banyumas ikut sumbang sih dan mendo akan pk Prabowo subiyato selalu dilindungi oleh Yang maha Esa dan maha kuasa dalam mengemban tugas jangan ada halangan suatu apapun agar selalu diperi kesehan  agar berguna bagi bangsa dan negara .,0,1
@wtb7778,Luar biasa pertanyaan uni lubis,0,1
@ikmalgabutchannel9708,"Terima kasih 
Jawaban nya sangat bermanfaat bagi orang luar
Miris bagi orang lokal.",0,1
@stayvillainverse,"damn, he said he never read of RUU TNI but suddenly today's news malahan dia udah ttd?????? tf... gila",0,1
@klikajaguys,"Sekedar info Waraninyo adalah boneka jerami yang digunakan dalam ritual voodoo atau sihir. Waraninyo bisa diisi dengan gambar wajah seseorang yang ingin disantet, kemudian dipukuli, dicambuk, atau dibakar untuk melampiaskan kebencian atau dendam terhadap orang tersebut.",0,1
@klikajaguys,"Baru Tau skarang kenapa rakyat sumbar banting stir ga mau pilih bapak ini lgi kemarin,",0,1
@DenisisaFamillyfriendly,1:24:24 semoga yang bapak bilang ini  jadi kenyataan walau saya agak kawatir si😅,0,1
@ASofiyan,Kocakk,1,1
@feryseptarini1328,Bingung bingung aku bingung...maksudmu OPO to pak😢,0,1
@muhamadfauzishinichi8293,"Ya kalo niat bagus saya makasih, tapi beras masih mahal pak wkwkwk",0,1
@commentatorers,APA YANG DITANYAKAN WAKIL RAKYAT DARI JURNALIS DAN LANGSUNG DIJAWAB OLEH YANG BERSANGKUTAN PANJANG X LEBAR X TINGGI X TAPI DICARI CARI GA KETEMU MALAH JAWABANNYA. GUE BINGUNG KATANYA MENSUKSESKAN PETANI TAPI HARGA GETAH KARET SEKARANG MALAH NURUN DRASTIS PERKILO GRAM BELUM LAGI GETAHNYA MACET DARI POHON DAN NAIKNYA SETAHUN SEKALI HANYA 50 PERAK.,0,1
@OctoraPutra,Majalah tempo kok ga diajak sih,2,1
@sulistri5708,Saya Rakyat Indonesia...dengan ini menyatakan saya mumet dan tidak tertarik mendengarkan pak pejabat satu ini...Ini sungguh Lelucon yg luar binasa😅😅,0,1
@tanimulyo5373,Usullanaku sebagai petani hasil panen padi di trima bulok harga yang baik janji bapak  harga Rp 6500 terus jika negara akan membuat rakyat merasa pamgan murah beras di supsidi penjualanya ke rakyat semua jadi gabah di beli negara harga bagus petani dapat untung ratyst indo merasa pangan murah,0,1
@AidaturRizqiyah,"Alhamdulillaaah saya tdk ikut bertanggungjwb di akhirat kelak, krn tdk memilih p.wowo😂😂😂",0,1
@wawanneutron,"beliau ini tidak melihat apa yang sedang terjadi, kecelakaan mudik berkurang 30%, beliau merasa senang wkwkw padahal tidak melihat realita yg terjadi, turun nya angka kaecelakaan karena turun nya jumlah pemudik thn ini, dikarenakan ekonomi sedang lesu, heran ga mikir sampe situ",0,2
@GRageMaridhona,"Propaganda indonesia yg terangkum dalam 3 jam, cerdas.",0,1
@intantrisna1874,"Bapak prabowo ini hanya manusia biasa, mungkin dimata kalian jawabannya sangatlah biasa seperti tak peduli namun saya merasakan bapak sedang mengusahan semuanya, untuk memperbaiki indonesia terutama peraturan"" nya yang sudah berjalan puluhan tahun itu ga gampang. Sabarlah sebentar ini baru berjalan beberapa tahun jangan minta hasil instan... Dari awal menjabat sampai sekarang pencapaian yang didapatkan pak prabowo sudah cukup baik bagi Indonesia. Dan untuk itu berilah sedikit waktu agar bapak prabowo membawa indonesia lebih makmur dan berwibawa dimata dunia. Benarlah semua urusan sudah di berikan kepada masing"" pihak yang harus mengurus pekerjaan mereka pak Prabowo hanya melihat cara kerja mereka bagus tidak dan sekiranya tidak bagus pastilah bapak akan memberi peringatan agar mereka bisa berbenah dalam tugasnya namun jika sudah ditegur namun blm di benahi maka akan di ambilkan sikap yang tegas oleh bapak. Dan kita sebagai warga negara Indonesia yang baik memanglah perlu mengoreksi pekerjaan belia namun bukan berarti kita bisa langsung menghakimi atas kerja beliau yang mungkin dirasa kurang pas untuk negeri ini, berilah waktu agar beliau bisa berbenah dan mengusahakan semuanya namun butuh waktu bukan instan. Semoga kita bisa menjadi warga negara yang baik dan bijak tidak apa-apa mengkritik agar indonesia lebih baik kedepannya namun jangan meminta langsung ada hasil instan. 🙏🙏🙏🙏🙏 ini pendapat saya terimakasih.",0,1
